PATTERNID,PATTERNSET,PATTERNNATURE,PATTERNNAME,PATTERNDESCRIPTION,REGEXPATTERN,PRIORITY,CATEGORY,FIX,REMEDIATION,REMEDIATIONDESCRIPTION,REMEDIATIONEFFORT,MANDAYS,SNO_PHASE_BATCH,TOTAL,APPLICATIONNAME,TRACK,PHASE,BATCH,APPLICABLE THIRD PARTY NEW JAR,JDK-COMPATIBILITYSTATUS-CONCLUDED,JDK8-COMPATIBLE,JDK21-COMPATIBLE,JDKCOMPATIBILITYRULEHINT,WLS12CCOMPATIBLE,WLS14CCOMPATIBLE,OPENREWRITE_RECEIPE,TESTCASE_UNIT_NO,TOTAL
211,Set 3 - Third Party,THIRD-PARTY (IBM jar),com.ibm.mqbind.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.ibm|com\.ibm\.mqbind|com\.ibm\.mqservices|com\.ibm\.mqservices\.MQInternalException|com\.ibm\.mqbind\.MQDistributionListItem|com\.ibm\.mqbind\.MQGetMessageOptions|com\.ibm\.mqbind\.MQPutMessageOptions|com\.ibm\.mqbind\.MQDistributionList|com\.ibm\.mqservices\.CallStackTrace|com\.ibm\.mqbind\.MQMessageTracker)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.ibm|com\.ibm\.mqbind|com\.ibm\.mqservices|com\.ibm\.mqservices\.MQInternalException|com\.ibm\.mqbind\.MQDistributionListItem|com\.ibm\.mqbind\.MQGetMessageOptions|com\.ibm\.mqbind\.MQPutMessageOptions|com\.ibm\.mqbind\.MQDistributionList|com\.ibm\.mqservices\.CallStackTrace|com\.ibm\.mqbind\.MQMessageTracker)\.)|(?:\b(?:com\.ibm|com\.ibm\.mqbind|com\.ibm\.mqservices|com\.ibm\.mqservices\.MQInternalException|com\.ibm\.mqbind\.MQDistributionListItem|com\.ibm\.mqbind\.MQGetMessageOptions|com\.ibm\.mqbind\.MQPutMessageOptions|com\.ibm\.mqbind\.MQDistributionList|com\.ibm\.mqservices\.CallStackTrace|com\.ibm\.mqbind\.MQMessageTracker)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,77,39,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,com.ibm.mq.allclient.jar version 9.3.1,SAFE works BOTH JDK (able to Compile - to verify New JAR & API ?),to verify runtime - New JAR & API ?,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P031,UT031,39
212,Set 3 - Third Party,THIRD-PARTY (IBM jar),com.ibm.mqjms.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.ibm|com\.ibm\.mq\.jms|com\.ibm\.mq\.jms\.admin|com\.ibm\.mq\.jms\.services|com\.ibm\.jms|com\.ibm\.mq\.jms\.MQConnectionConsumer\$MQConnectionConsumerMRH|com\.ibm\.mq\.jms\.ExceptionDispatchThread\$QueueElement|com\.ibm\.mq\.jms\.MQRRSTopicConnectionFactoryFactory|com\.ibm\.mq\.jms\.MulticastHeartbeatTimeoutException|com\.ibm\.mq\.jms\.MQRRSQueueConnectionFactoryFactory)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.ibm|com\.ibm\.mq\.jms|com\.ibm\.mq\.jms\.admin|com\.ibm\.mq\.jms\.services|com\.ibm\.jms|com\.ibm\.mq\.jms\.MQConnectionConsumer\$MQConnectionConsumerMRH|com\.ibm\.mq\.jms\.ExceptionDispatchThread\$QueueElement|com\.ibm\.mq\.jms\.MQRRSTopicConnectionFactoryFactory|com\.ibm\.mq\.jms\.MulticastHeartbeatTimeoutException|com\.ibm\.mq\.jms\.MQRRSQueueConnectionFactoryFactory)\.)|(?:\b(?:com\.ibm|com\.ibm\.mq\.jms|com\.ibm\.mq\.jms\.admin|com\.ibm\.mq\.jms\.services|com\.ibm\.jms|com\.ibm\.mq\.jms\.MQConnectionConsumer\$MQConnectionConsumerMRH|com\.ibm\.mq\.jms\.ExceptionDispatchThread\$QueueElement|com\.ibm\.mq\.jms\.MQRRSTopicConnectionFactoryFactory|com\.ibm\.mq\.jms\.MulticastHeartbeatTimeoutException|com\.ibm\.mq\.jms\.MQRRSQueueConnectionFactoryFactory)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,78,39,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,com.ibm.mq.allclient.jar version 9.3.1,SAFE works BOTH JDK (able to Compile - to verify New JAR & API ?),to verify runtime - New JAR & API ?,to verify runtime - New JAR & API ?,Dual-Review,(blank),(blank),P032,UT032,39
213,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-beanutils.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.beanutils|org\.apache\.commons\.beanutils\.converters|org\.apache\.commons\.beanutils\.locale|org\.apache\.commons\.beanutils\.expression|org\.apache\.commons\.beanutils\.WeakFastHashMap\$CollectionView\$CollectionViewIterator|org\.apache\.commons\.beanutils\.MappedPropertyDescriptor\$MappedMethodReference|org\.apache\.commons\.beanutils\.SuppressPropertiesBeanIntrospector|org\.apache\.commons\.beanutils\.BaseDynaBeanMapDecorator\$MapEntry|org\.apache\.commons\.beanutils\.BeanPropertyValueEqualsPredicate|org\.apache\.commons\.beanutils\.BeanPropertyValueChangeClosure)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.beanutils|org\.apache\.commons\.beanutils\.converters|org\.apache\.commons\.beanutils\.locale|org\.apache\.commons\.beanutils\.expression|org\.apache\.commons\.beanutils\.WeakFastHashMap\$CollectionView\$CollectionViewIterator|org\.apache\.commons\.beanutils\.MappedPropertyDescriptor\$MappedMethodReference|org\.apache\.commons\.beanutils\.SuppressPropertiesBeanIntrospector|org\.apache\.commons\.beanutils\.BaseDynaBeanMapDecorator\$MapEntry|org\.apache\.commons\.beanutils\.BeanPropertyValueEqualsPredicate|org\.apache\.commons\.beanutils\.BeanPropertyValueChangeClosure)\.)|(?:\b(?:org\.apache\.commons\.beanutils|org\.apache\.commons\.beanutils\.converters|org\.apache\.commons\.beanutils\.locale|org\.apache\.commons\.beanutils\.expression|org\.apache\.commons\.beanutils\.WeakFastHashMap\$CollectionView\$CollectionViewIterator|org\.apache\.commons\.beanutils\.MappedPropertyDescriptor\$MappedMethodReference|org\.apache\.commons\.beanutils\.SuppressPropertiesBeanIntrospector|org\.apache\.commons\.beanutils\.BaseDynaBeanMapDecorator\$MapEntry|org\.apache\.commons\.beanutils\.BeanPropertyValueEqualsPredicate|org\.apache\.commons\.beanutils\.BeanPropertyValueChangeClosure)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,57,57,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Review;POM,(blank),(blank),P033,UT033,57
214,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-betwixt-1.0-alpha-1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.betwixt|org\.apache\.commons\.betwixt\.io|org\.apache\.commons\.betwixt\.expression|org\.apache\.commons\.betwixt\.digester|org\.apache\.commons\.betwixt\.strategy|org\.apache\.commons\.betwixt\.registry|org\.apache\.commons\.betwixt\.AttributeDescriptor|org\.apache\.commons\.betwixt\.ElementDescriptor|org\.apache\.commons\.betwixt\.XMLIntrospector|org\.apache\.commons\.betwixt\.NodeDescriptor)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.betwixt|org\.apache\.commons\.betwixt\.io|org\.apache\.commons\.betwixt\.expression|org\.apache\.commons\.betwixt\.digester|org\.apache\.commons\.betwixt\.strategy|org\.apache\.commons\.betwixt\.registry|org\.apache\.commons\.betwixt\.AttributeDescriptor|org\.apache\.commons\.betwixt\.ElementDescriptor|org\.apache\.commons\.betwixt\.XMLIntrospector|org\.apache\.commons\.betwixt\.NodeDescriptor)\.)|(?:\b(?:org\.apache\.commons\.betwixt|org\.apache\.commons\.betwixt\.io|org\.apache\.commons\.betwixt\.expression|org\.apache\.commons\.betwixt\.digester|org\.apache\.commons\.betwixt\.strategy|org\.apache\.commons\.betwixt\.registry|org\.apache\.commons\.betwixt\.AttributeDescriptor|org\.apache\.commons\.betwixt\.ElementDescriptor|org\.apache\.commons\.betwixt\.XMLIntrospector|org\.apache\.commons\.betwixt\.NodeDescriptor)\.[A-Za-z_$][\w$]*\b)",Medium,Pre-Release/Alpha,Dual-runtime: replace alpha/beta/snapshot libraries with stable maintained releases that support Java 8; validate on JDK 21.,Replace,Upgrade to stable release; verify runtime and security.,Medium,1,26,1,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 7,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Replace-PreRelease,(blank),(blank),P034,UT034,1
215,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-codec-1.3.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.codec|org\.apache\.commons\.codec\.language|org\.apache\.commons\.codec\.binary|org\.apache\.commons\.codec\.digest|org\.apache\.commons\.codec\.net|org\.apache\.commons\.codec\.StringEncoderComparator|org\.apache\.commons\.codec\.DecoderException|org\.apache\.commons\.codec\.EncoderException|org\.apache\.commons\.codec\.BinaryEncoder|org\.apache\.commons\.codec\.StringEncoder)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.codec|org\.apache\.commons\.codec\.language|org\.apache\.commons\.codec\.binary|org\.apache\.commons\.codec\.digest|org\.apache\.commons\.codec\.net|org\.apache\.commons\.codec\.StringEncoderComparator|org\.apache\.commons\.codec\.DecoderException|org\.apache\.commons\.codec\.EncoderException|org\.apache\.commons\.codec\.BinaryEncoder|org\.apache\.commons\.codec\.StringEncoder)\.)|(?:\b(?:org\.apache\.commons\.codec|org\.apache\.commons\.codec\.language|org\.apache\.commons\.codec\.binary|org\.apache\.commons\.codec\.digest|org\.apache\.commons\.codec\.net|org\.apache\.commons\.codec\.StringEncoderComparator|org\.apache\.commons\.codec\.DecoderException|org\.apache\.commons\.codec\.EncoderException|org\.apache\.commons\.codec\.BinaryEncoder|org\.apache\.commons\.codec\.StringEncoder)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,58,9,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Review,(blank),(blank),P035,UT035,9
216,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-collections-3.2.2.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.collections|org\.apache\.commons\.collections\.map|org\.apache\.commons\.collections\.functors|org\.apache\.commons\.collections\.iterators|org\.apache\.commons\.collections\.list|org\.apache\.commons\.collections\.bidimap|org\.apache\.commons\.collections\.set|org\.apache\.commons\.collections\.bag|org\.apache\.commons\.collections\.buffer|org\.apache\.commons\.collections\.collection)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.collections|org\.apache\.commons\.collections\.map|org\.apache\.commons\.collections\.functors|org\.apache\.commons\.collections\.iterators|org\.apache\.commons\.collections\.list|org\.apache\.commons\.collections\.bidimap|org\.apache\.commons\.collections\.set|org\.apache\.commons\.collections\.bag|org\.apache\.commons\.collections\.buffer|org\.apache\.commons\.collections\.collection)\.)|(?:\b(?:org\.apache\.commons\.collections|org\.apache\.commons\.collections\.map|org\.apache\.commons\.collections\.functors|org\.apache\.commons\.collections\.iterators|org\.apache\.commons\.collections\.list|org\.apache\.commons\.collections\.bidimap|org\.apache\.commons\.collections\.set|org\.apache\.commons\.collections\.bag|org\.apache\.commons\.collections\.buffer|org\.apache\.commons\.collections\.collection)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,59,23,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Review,(blank),(blank),P036,UT036,23
217,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-dbcp-1.2.1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons|org\.apache\.commons\.dbcp|org\.apache\.commons\.dbcp\.datasources|org\.apache\.commons\.dbcp\.cpdsadapter|org\.apache\.commons\.jocl|org\.apache\.commons\.dbcp\.PoolingDataSource\$PoolGuardConnectionWrapper|org\.apache\.commons\.dbcp\.PoolingDriver\$PoolGuardConnectionWrapper|org\.apache\.commons\.jocl\.JOCLContentHandler\$ConstructorDetails|org\.apache\.commons\.dbcp\.DriverManagerConnectionFactory|org\.apache\.commons\.dbcp\.DelegatingCallableStatement)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons|org\.apache\.commons\.dbcp|org\.apache\.commons\.dbcp\.datasources|org\.apache\.commons\.dbcp\.cpdsadapter|org\.apache\.commons\.jocl|org\.apache\.commons\.dbcp\.PoolingDataSource\$PoolGuardConnectionWrapper|org\.apache\.commons\.dbcp\.PoolingDriver\$PoolGuardConnectionWrapper|org\.apache\.commons\.jocl\.JOCLContentHandler\$ConstructorDetails|org\.apache\.commons\.dbcp\.DriverManagerConnectionFactory|org\.apache\.commons\.dbcp\.DelegatingCallableStatement)\.)|(?:\b(?:org\.apache\.commons|org\.apache\.commons\.dbcp|org\.apache\.commons\.dbcp\.datasources|org\.apache\.commons\.dbcp\.cpdsadapter|org\.apache\.commons\.jocl|org\.apache\.commons\.dbcp\.PoolingDataSource\$PoolGuardConnectionWrapper|org\.apache\.commons\.dbcp\.PoolingDriver\$PoolGuardConnectionWrapper|org\.apache\.commons\.jocl\.JOCLContentHandler\$ConstructorDetails|org\.apache\.commons\.dbcp\.DriverManagerConnectionFactory|org\.apache\.commons\.dbcp\.DelegatingCallableStatement)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,60,2512,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Review,(blank),(blank),P037,UT037,2512
218,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-dbutils-1.0.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.dbutils|org\.apache\.commons\.dbutils\.handlers|org\.apache\.commons\.dbutils\.wrappers|org\.apache\.commons\.dbutils\.BasicRowProcessor\$CaseInsensitiveHashMap|org\.apache\.commons\.dbutils\.BasicRowProcessor\$1|org\.apache\.commons\.dbutils\.ResultSetIterator|org\.apache\.commons\.dbutils\.BasicRowProcessor|org\.apache\.commons\.dbutils\.ResultSetHandler|org\.apache\.commons\.dbutils\.ProxyFactory|org\.apache\.commons\.dbutils\.RowProcessor)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.dbutils|org\.apache\.commons\.dbutils\.handlers|org\.apache\.commons\.dbutils\.wrappers|org\.apache\.commons\.dbutils\.BasicRowProcessor\$CaseInsensitiveHashMap|org\.apache\.commons\.dbutils\.BasicRowProcessor\$1|org\.apache\.commons\.dbutils\.ResultSetIterator|org\.apache\.commons\.dbutils\.BasicRowProcessor|org\.apache\.commons\.dbutils\.ResultSetHandler|org\.apache\.commons\.dbutils\.ProxyFactory|org\.apache\.commons\.dbutils\.RowProcessor)\.)|(?:\b(?:org\.apache\.commons\.dbutils|org\.apache\.commons\.dbutils\.handlers|org\.apache\.commons\.dbutils\.wrappers|org\.apache\.commons\.dbutils\.BasicRowProcessor\$CaseInsensitiveHashMap|org\.apache\.commons\.dbutils\.BasicRowProcessor\$1|org\.apache\.commons\.dbutils\.ResultSetIterator|org\.apache\.commons\.dbutils\.BasicRowProcessor|org\.apache\.commons\.dbutils\.ResultSetHandler|org\.apache\.commons\.dbutils\.ProxyFactory|org\.apache\.commons\.dbutils\.RowProcessor)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,61,6,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Review,(blank),(blank),P038,UT038,6
220,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-fileupload.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.fileupload|org\.apache\.commons\.fileupload\.util|org\.apache\.commons\.fileupload\.servlet|org\.apache\.commons\.fileupload\.portlet|org\.apache\.commons\.fileupload\.disk|org\.apache\.commons\.fileupload\.FileUploadBase\$FileItemIteratorImpl\$FileItemStreamImpl\$1|org\.apache\.commons\.fileupload\.FileUploadBase\$FileItemIteratorImpl\$FileItemStreamImpl|org\.apache\.commons\.fileupload\.FileUploadBase\$FileSizeLimitExceededException|org\.apache\.commons\.fileupload\.FileUploadBase\$InvalidContentTypeException|org\.apache\.commons\.fileupload\.FileUploadBase\$SizeLimitExceededException)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.fileupload|org\.apache\.commons\.fileupload\.util|org\.apache\.commons\.fileupload\.servlet|org\.apache\.commons\.fileupload\.portlet|org\.apache\.commons\.fileupload\.disk|org\.apache\.commons\.fileupload\.FileUploadBase\$FileItemIteratorImpl\$FileItemStreamImpl\$1|org\.apache\.commons\.fileupload\.FileUploadBase\$FileItemIteratorImpl\$FileItemStreamImpl|org\.apache\.commons\.fileupload\.FileUploadBase\$FileSizeLimitExceededException|org\.apache\.commons\.fileupload\.FileUploadBase\$InvalidContentTypeException|org\.apache\.commons\.fileupload\.FileUploadBase\$SizeLimitExceededException)\.)|(?:\b(?:org\.apache\.commons\.fileupload|org\.apache\.commons\.fileupload\.util|org\.apache\.commons\.fileupload\.servlet|org\.apache\.commons\.fileupload\.portlet|org\.apache\.commons\.fileupload\.disk|org\.apache\.commons\.fileupload\.FileUploadBase\$FileItemIteratorImpl\$FileItemStreamImpl\$1|org\.apache\.commons\.fileupload\.FileUploadBase\$FileItemIteratorImpl\$FileItemStreamImpl|org\.apache\.commons\.fileupload\.FileUploadBase\$FileSizeLimitExceededException|org\.apache\.commons\.fileupload\.FileUploadBase\$InvalidContentTypeException|org\.apache\.commons\.fileupload\.FileUploadBase\$SizeLimitExceededException)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,62,13,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-Review,(blank),(blank),P039,UT039,13
221,Set 3 - Third Party,THIRD-PARTY (COMMON jar),commons-httpclient-3.0-beta1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons\.httpclient|org\.apache\.commons\.httpclient\.methods|org\.apache\.commons\.httpclient\.auth|org\.apache\.commons\.httpclient\.util|org\.apache\.commons\.httpclient\.protocol|org\.apache\.commons\.httpclient\.params|org\.apache\.commons\.httpclient\.cookie|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$HttpConnectionWithReference|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$HttpConnectionAdapter|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$ReferenceQueueThread)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons\.httpclient|org\.apache\.commons\.httpclient\.methods|org\.apache\.commons\.httpclient\.auth|org\.apache\.commons\.httpclient\.util|org\.apache\.commons\.httpclient\.protocol|org\.apache\.commons\.httpclient\.params|org\.apache\.commons\.httpclient\.cookie|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$HttpConnectionWithReference|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$HttpConnectionAdapter|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$ReferenceQueueThread)\.)|(?:\b(?:org\.apache\.commons\.httpclient|org\.apache\.commons\.httpclient\.methods|org\.apache\.commons\.httpclient\.auth|org\.apache\.commons\.httpclient\.util|org\.apache\.commons\.httpclient\.protocol|org\.apache\.commons\.httpclient\.params|org\.apache\.commons\.httpclient\.cookie|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$HttpConnectionWithReference|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$HttpConnectionAdapter|org\.apache\.commons\.httpclient\.MultiThreadedHttpConnectionManager\$ReferenceQueueThread)\.[A-Za-z_$][\w$]*\b)",Medium,HTTP Client Migration,Dual-runtime: migrate from HttpClient 3.x APIs to HttpClient 4.5.x/5.x (Java 8+); refactor code; test on both runtimes.,Refactor,Replace API usages; verify timeouts/pooling/TLS.,Medium,1.5,39,12,1-fpms,a. UAT TRACK (BAU),PHASE 1,BATCH 9,(blank),SAFE works BOTH JDK (able to Compile - to verify New/Existing JAR & New/Existing API ?),to verify runtime - New/Existing JAR & New/Existing API ?,to verify runtime - New/Existing JAR & New/Existing API ?,Dual-HttpClient-Refactor,(blank),(blank),P040,UT040,12
