PatternID,PatternSet,PatternNature,PatternName,PatternDescription,RegexPattern,Priority,Category,Fix,Remediation,RemediationDescription,RemediationEffort,Mandays,JDK8Compatible,JDK21Compatible,CompatibilityStatus,PlanFirstChange,ScriptableBySearchReplace,CompatibilityRuleHint
254,Set 3 - Third Party,THIRD-PARTY (BARCODE jar),javase-3.4.1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.google\.zxing\.client\.j2se)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.google\.zxing\.client\.j2se)\.)|(?:\b(?:com\.google\.zxing\.client\.j2se)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
255,Set 3 - Third Party,THIRD-PARTY (XML jar),jaxen-core.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.jaxen|org\.jaxen\.expr|org\.jaxen\.function|org\.jaxen\.util|org\.jaxen\.expr\.iter|org\.jaxen\.pattern|org\.jaxen\.function\.ext|org\.jaxen\.util\.PrecedingAxisIterator\$ReverseDescendantOrSelfAxisIterator|org\.jaxen\.function\.ext\.MatrixConcatFunction\$MatrixEnum|org\.jaxen\.expr\.DefaultProcessingInstructionNodeStep)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.jaxen|org\.jaxen\.expr|org\.jaxen\.function|org\.jaxen\.util|org\.jaxen\.expr\.iter|org\.jaxen\.pattern|org\.jaxen\.function\.ext|org\.jaxen\.util\.PrecedingAxisIterator\$ReverseDescendantOrSelfAxisIterator|org\.jaxen\.function\.ext\.MatrixConcatFunction\$MatrixEnum|org\.jaxen\.expr\.DefaultProcessingInstructionNodeStep)\.)|(?:\b(?:org\.jaxen|org\.jaxen\.expr|org\.jaxen\.function|org\.jaxen\.util|org\.jaxen\.expr\.iter|org\.jaxen\.pattern|org\.jaxen\.function\.ext|org\.jaxen\.util\.PrecedingAxisIterator\$ReverseDescendantOrSelfAxisIterator|org\.jaxen\.function\.ext\.MatrixConcatFunction\$MatrixEnum|org\.jaxen\.expr\.DefaultProcessingInstructionNodeStep)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
256,Set 3 - Third Party,THIRD-PARTY (JDOM jar),jaxen-jdom.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.jaxen\.jdom|org\.jaxen\.jdom\.DocumentNavigator\$Singleton|org\.jaxen\.jdom\.DocumentNavigator|org\.jaxen\.jdom\.XPathNamespace|org\.jaxen\.jdom\.JDOMXPath)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.jaxen\.jdom|org\.jaxen\.jdom\.DocumentNavigator\$Singleton|org\.jaxen\.jdom\.DocumentNavigator|org\.jaxen\.jdom\.XPathNamespace|org\.jaxen\.jdom\.JDOMXPath)\.)|(?:\b(?:org\.jaxen\.jdom|org\.jaxen\.jdom\.DocumentNavigator\$Singleton|org\.jaxen\.jdom\.DocumentNavigator|org\.jaxen\.jdom\.XPathNamespace|org\.jaxen\.jdom\.JDOMXPath)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
257,Set 3 - Third Party,THIRD-PARTY (COMMON jar),jcommon-0.9.5.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.jfree|org\.jfree\.xml|org\.jfree\.ui|org\.jfree\.util|org\.jfree\.xml\.factory\.objects|org\.jfree\.base|org\.jfree\.ui\.about|org\.jfree\.xml\.generator|org\.jfree\.xml\.writer|org\.jfree\.xml\.parser)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.jfree|org\.jfree\.xml|org\.jfree\.ui|org\.jfree\.util|org\.jfree\.xml\.factory\.objects|org\.jfree\.base|org\.jfree\.ui\.about|org\.jfree\.xml\.generator|org\.jfree\.xml\.writer|org\.jfree\.xml\.parser)\.)|(?:\b(?:org\.jfree|org\.jfree\.xml|org\.jfree\.ui|org\.jfree\.util|org\.jfree\.xml\.factory\.objects|org\.jfree\.base|org\.jfree\.ui\.about|org\.jfree\.xml\.generator|org\.jfree\.xml\.writer|org\.jfree\.xml\.parser)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
258,Set 3 - Third Party,THIRD-PARTY (SECURITY jar),jcprov.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:eracom_tech\.jcprov|eracom_tech\.jcprov\.constants|eracom_tech\.jcprov\.params|eracom_tech\.jcprov\.params\.CK_SSL3_MASTER_KEY_DERIVE_PARAMS|eracom_tech\.jcprov\.constants\.CK_RSA_PKCS_OAEP_SOURCE_TYPE|eracom_tech\.jcprov\.params\.CK_KEY_DERIVATION_STRING_DATA|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_DESTROYMUTEX|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_CREATEMUTEX|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_UNLOCKMUTEX|eracom_tech\.jcprov\.params\.CK_PKCS12_PBE_IMPORT_PARAMS)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:eracom_tech\.jcprov|eracom_tech\.jcprov\.constants|eracom_tech\.jcprov\.params|eracom_tech\.jcprov\.params\.CK_SSL3_MASTER_KEY_DERIVE_PARAMS|eracom_tech\.jcprov\.constants\.CK_RSA_PKCS_OAEP_SOURCE_TYPE|eracom_tech\.jcprov\.params\.CK_KEY_DERIVATION_STRING_DATA|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_DESTROYMUTEX|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_CREATEMUTEX|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_UNLOCKMUTEX|eracom_tech\.jcprov\.params\.CK_PKCS12_PBE_IMPORT_PARAMS)\.)|(?:\b(?:eracom_tech\.jcprov|eracom_tech\.jcprov\.constants|eracom_tech\.jcprov\.params|eracom_tech\.jcprov\.params\.CK_SSL3_MASTER_KEY_DERIVE_PARAMS|eracom_tech\.jcprov\.constants\.CK_RSA_PKCS_OAEP_SOURCE_TYPE|eracom_tech\.jcprov\.params\.CK_KEY_DERIVATION_STRING_DATA|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_DESTROYMUTEX|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_CREATEMUTEX|eracom_tech\.jcprov\.CK_C_INITIALIZE_ARGS\$CK_UNLOCKMUTEX|eracom_tech\.jcprov\.params\.CK_PKCS12_PBE_IMPORT_PARAMS)\.[A-Za-z_$][\w$]*\b)",Medium,Crypto Providers,Dual-runtime: upgrade crypto providers to Java-8-baseline releases and validate provider configuration on JDK 8 and JDK 21.,Upgrade,Upgrade provider jars; validate provider order/FIPS/TLS.,Medium,1,Yes,Yes,Safe,Yes,No,Dual-Crypto
259,Set 3 - Third Party,THIRD-PARTY (SSH jar),jcraft.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.jcraft\.jsch|com\.jcraft\.jsch\.jce|com\.jcraft\.jsch\.jcraft|com\.jcraft\.jsch\.ChannelSftp\$RequestQueue\$OutOfOrderException|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$ConfigDaemon|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$ConfigLHost|com\.jcraft\.jsch\.ChannelSftp\$RequestQueue\$Request|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$Config|com\.jcraft\.jsch\.ChannelSftp\$LsEntrySelector|com\.jcraft\.jsch\.Channel\$PassiveOutputStream)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.jcraft\.jsch|com\.jcraft\.jsch\.jce|com\.jcraft\.jsch\.jcraft|com\.jcraft\.jsch\.ChannelSftp\$RequestQueue\$OutOfOrderException|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$ConfigDaemon|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$ConfigLHost|com\.jcraft\.jsch\.ChannelSftp\$RequestQueue\$Request|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$Config|com\.jcraft\.jsch\.ChannelSftp\$LsEntrySelector|com\.jcraft\.jsch\.Channel\$PassiveOutputStream)\.)|(?:\b(?:com\.jcraft\.jsch|com\.jcraft\.jsch\.jce|com\.jcraft\.jsch\.jcraft|com\.jcraft\.jsch\.ChannelSftp\$RequestQueue\$OutOfOrderException|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$ConfigDaemon|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$ConfigLHost|com\.jcraft\.jsch\.ChannelSftp\$RequestQueue\$Request|com\.jcraft\.jsch\.ChannelForwardedTCPIP\$Config|com\.jcraft\.jsch\.ChannelSftp\$LsEntrySelector|com\.jcraft\.jsch\.Channel\$PassiveOutputStream)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
260,Set 3 - Third Party,THIRD-PARTY (JDOM jar),jdom.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.jdom|org\.jdom\.output|org\.jdom\.transform|org\.jdom\.adapters|org\.jdom\.filter|org\.jdom\.input|org\.jdom\.xpath|org\.jdom\.transform\.JDOMResult\$FragmentHandler|org\.jdom\.transform\.JDOMResult\$DocumentBuilder|org\.jdom\.transform\.JDOMSource\$JDOMInputSource)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.jdom|org\.jdom\.output|org\.jdom\.transform|org\.jdom\.adapters|org\.jdom\.filter|org\.jdom\.input|org\.jdom\.xpath|org\.jdom\.transform\.JDOMResult\$FragmentHandler|org\.jdom\.transform\.JDOMResult\$DocumentBuilder|org\.jdom\.transform\.JDOMSource\$JDOMInputSource)\.)|(?:\b(?:org\.jdom|org\.jdom\.output|org\.jdom\.transform|org\.jdom\.adapters|org\.jdom\.filter|org\.jdom\.input|org\.jdom\.xpath|org\.jdom\.transform\.JDOMResult\$FragmentHandler|org\.jdom\.transform\.JDOMResult\$DocumentBuilder|org\.jdom\.transform\.JDOMSource\$JDOMInputSource)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review;POM
261,Set 3 - Third Party,THIRD-PARTY (CHART jar),jfreechart-0.9.20.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.jfree|org\.jfree\.chart|org\.jfree\.data|org\.jfree\.chart\.renderer|org\.jfree\.chart\.axis|org\.jfree\.chart\.plot|org\.jfree\.chart\.labels|org\.jfree\.data\.time|org\.jfree\.chart\.event|org\.jfree\.data\.statistics)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.jfree|org\.jfree\.chart|org\.jfree\.data|org\.jfree\.chart\.renderer|org\.jfree\.chart\.axis|org\.jfree\.chart\.plot|org\.jfree\.chart\.labels|org\.jfree\.data\.time|org\.jfree\.chart\.event|org\.jfree\.data\.statistics)\.)|(?:\b(?:org\.jfree|org\.jfree\.chart|org\.jfree\.data|org\.jfree\.chart\.renderer|org\.jfree\.chart\.axis|org\.jfree\.chart\.plot|org\.jfree\.chart\.labels|org\.jfree\.data\.time|org\.jfree\.chart\.event|org\.jfree\.data\.statistics)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
262,Set 3 - Third Party,THIRD-PARTY (FTP jar),jftp.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.sshtools\.j2ssh|net\.sf\.jftp|org\.apache\.commons|org\.apache\.commons\.httpclient|com\.sshtools\.j2ssh\.transport|jcifs\.smb|net\.sf\.jftp\.gui|org\.apache\.log4j|org\.apache\.webdav\.lib|net\.sourceforge\.mlf\.metouia)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.sshtools\.j2ssh|net\.sf\.jftp|org\.apache\.commons|org\.apache\.commons\.httpclient|com\.sshtools\.j2ssh\.transport|jcifs\.smb|net\.sf\.jftp\.gui|org\.apache\.log4j|org\.apache\.webdav\.lib|net\.sourceforge\.mlf\.metouia)\.)|(?:\b(?:com\.sshtools\.j2ssh|net\.sf\.jftp|org\.apache\.commons|org\.apache\.commons\.httpclient|com\.sshtools\.j2ssh\.transport|jcifs\.smb|net\.sf\.jftp\.gui|org\.apache\.log4j|org\.apache\.webdav\.lib|net\.sourceforge\.mlf\.metouia)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
263,Set 3 - Third Party,THIRD-PARTY (JSON jar),json.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.json|org\.json\.JSONPointerException|org\.json\.JSONPointer\$Builder|org\.json\.JSONObject\$Null|org\.json\.JSONException|org\.json\.JSONObject\$1|org\.json\.JSONStringer|org\.json\.JSONPointer|org\.json\.HTTPTokener|org\.json\.JSONTokener)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.json|org\.json\.JSONPointerException|org\.json\.JSONPointer\$Builder|org\.json\.JSONObject\$Null|org\.json\.JSONException|org\.json\.JSONObject\$1|org\.json\.JSONStringer|org\.json\.JSONPointer|org\.json\.HTTPTokener|org\.json\.JSONTokener)\.)|(?:\b(?:org\.json|org\.json\.JSONPointerException|org\.json\.JSONPointer\$Builder|org\.json\.JSONObject\$Null|org\.json\.JSONException|org\.json\.JSONObject\$1|org\.json\.JSONStringer|org\.json\.JSONPointer|org\.json\.HTTPTokener|org\.json\.JSONTokener)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
264,Set 3 - Third Party,THIRD-PARTY (DB jar),jt400.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:com\.ibm\.as400|com\.ibm\.as400\.access|com\.ibm\.as400\.vaccess|com\.ibm\.as400\.resource|com\.ibm\.as400\.util|com\.ibm\.as400\.util\.commtrace|com\.ibm\.as400\.data|com\.ibm\.as400\.security|com\.ibm\.as400\.security\.auth|com\.ibm\.as400\.micro)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:com\.ibm\.as400|com\.ibm\.as400\.access|com\.ibm\.as400\.vaccess|com\.ibm\.as400\.resource|com\.ibm\.as400\.util|com\.ibm\.as400\.util\.commtrace|com\.ibm\.as400\.data|com\.ibm\.as400\.security|com\.ibm\.as400\.security\.auth|com\.ibm\.as400\.micro)\.)|(?:\b(?:com\.ibm\.as400|com\.ibm\.as400\.access|com\.ibm\.as400\.vaccess|com\.ibm\.as400\.resource|com\.ibm\.as400\.util|com\.ibm\.as400\.util\.commtrace|com\.ibm\.as400\.data|com\.ibm\.as400\.security|com\.ibm\.as400\.security\.auth|com\.ibm\.as400\.micro)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
265,Set 3 - Third Party,THIRD-PARTY (TEST jar),junit.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:junit\.swingui|junit\.awtui|junit\.runner|junit\.framework|junit\.extensions|junit\.textui|junit\.swingui\.DefaultFailureDetailView\$StackTraceListModel|junit\.swingui\.DefaultFailureDetailView\$StackEntryRenderer|junit\.swingui\.FailureRunView\$FailureListCellRenderer|junit\.swingui\.TestSuitePanel\$TestTreeCellRenderer)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:junit\.swingui|junit\.awtui|junit\.runner|junit\.framework|junit\.extensions|junit\.textui|junit\.swingui\.DefaultFailureDetailView\$StackTraceListModel|junit\.swingui\.DefaultFailureDetailView\$StackEntryRenderer|junit\.swingui\.FailureRunView\$FailureListCellRenderer|junit\.swingui\.TestSuitePanel\$TestTreeCellRenderer)\.)|(?:\b(?:junit\.swingui|junit\.awtui|junit\.runner|junit\.framework|junit\.extensions|junit\.textui|junit\.swingui\.DefaultFailureDetailView\$StackTraceListModel|junit\.swingui\.DefaultFailureDetailView\$StackEntryRenderer|junit\.swingui\.FailureRunView\$FailureListCellRenderer|junit\.swingui\.TestSuitePanel\$TestTreeCellRenderer)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
266,Set 3 - Third Party,THIRD-PARTY (EXCEL jar),jxl.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:jxl\.write|jxl\.biff|jxl\.write\.biff|jxl\.read\.biff|jxl\.biff\.formula|jxl\.biff\.drawing|jxl\.format|jxl\.demo|common\.log|jxl\.write\.biff\.WritableSheetImpl\$ColumnInfoComparator)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:jxl\.write|jxl\.biff|jxl\.write\.biff|jxl\.read\.biff|jxl\.biff\.formula|jxl\.biff\.drawing|jxl\.format|jxl\.demo|common\.log|jxl\.write\.biff\.WritableSheetImpl\$ColumnInfoComparator)\.)|(?:\b(?:jxl\.write|jxl\.biff|jxl\.write\.biff|jxl\.read\.biff|jxl\.biff\.formula|jxl\.biff\.drawing|jxl\.format|jxl\.demo|common\.log|jxl\.write\.biff\.WritableSheetImpl\$ColumnInfoComparator)\.[A-Za-z_$][\w$]*\b)",Medium,Third-Party Dependencies,Dual-runtime: manage this dependency in Maven/Gradle and upgrade to a maintained Java-8-baseline release; validate on JDK 8 and JDK 21.,Upgrade/Replace,Replace exploded lib with build-managed dependency; choose a release that supports Java 8 and test on JDK 21.,Medium,0.5,Yes,Unknown,Review,Yes,No,Dual-Review
267,Set 3 - Third Party,THIRD-PARTY (LOG4J jar),log4j-1.2.5.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.log4j|org\.apache\.log4j\.lf5|org\.apache\.log4j\.lf5\.viewer|org\.apache\.log4j\.helpers|org\.apache\.log4j\.chainsaw|org\.apache\.log4j\.spi|org\.apache\.log4j\.net|org\.apache\.log4j\.varia|org\.apache\.log4j\.lf5\.util|org\.apache\.log4j\.jmx)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.log4j|org\.apache\.log4j\.lf5|org\.apache\.log4j\.lf5\.viewer|org\.apache\.log4j\.helpers|org\.apache\.log4j\.chainsaw|org\.apache\.log4j\.spi|org\.apache\.log4j\.net|org\.apache\.log4j\.varia|org\.apache\.log4j\.lf5\.util|org\.apache\.log4j\.jmx)\.)|(?:\b(?:org\.apache\.log4j|org\.apache\.log4j\.lf5|org\.apache\.log4j\.lf5\.viewer|org\.apache\.log4j\.helpers|org\.apache\.log4j\.chainsaw|org\.apache\.log4j\.spi|org\.apache\.log4j\.net|org\.apache\.log4j\.varia|org\.apache\.log4j\.lf5\.util|org\.apache\.log4j\.jmx)\.[A-Za-z_$][\w$]*\b)",High,Security/EOL,Dual-runtime: remove Log4j 1.x and use Log4j 2.17.x (Java 8+) or SLF4J+Logback; ensure only one backend on classpath.,Migrate,"Replace log4j-1.x jar, update config, retest logging.",High,1.5,Yes,Yes,Safe,Yes,No,Dual-Log4jMigration
268,Set 3 - Third Party,THIRD-PARTY (LOG4J jar),log4j-api-2.17.1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.logging\.log4j|org\.apache\.logging\.log4j\.util|org\.apache\.logging\.log4j\.message|org\.apache\.logging\.log4j\.spi|org\.apache\.logging\.log4j\.internal|org\.apache\.logging\.log4j\.status|org\.apache\.logging\.log4j\.simple|org\.apache\.logging\.log4j\.ThreadContext\$EmptyThreadContextStack|org\.apache\.logging\.log4j\.ThreadContext\$NoOpThreadContextStack|org\.apache\.logging\.log4j\.CloseableThreadContext\$Instance)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.logging\.log4j|org\.apache\.logging\.log4j\.util|org\.apache\.logging\.log4j\.message|org\.apache\.logging\.log4j\.spi|org\.apache\.logging\.log4j\.internal|org\.apache\.logging\.log4j\.status|org\.apache\.logging\.log4j\.simple|org\.apache\.logging\.log4j\.ThreadContext\$EmptyThreadContextStack|org\.apache\.logging\.log4j\.ThreadContext\$NoOpThreadContextStack|org\.apache\.logging\.log4j\.CloseableThreadContext\$Instance)\.)|(?:\b(?:org\.apache\.logging\.log4j|org\.apache\.logging\.log4j\.util|org\.apache\.logging\.log4j\.message|org\.apache\.logging\.log4j\.spi|org\.apache\.logging\.log4j\.internal|org\.apache\.logging\.log4j\.status|org\.apache\.logging\.log4j\.simple|org\.apache\.logging\.log4j\.ThreadContext\$EmptyThreadContextStack|org\.apache\.logging\.log4j\.ThreadContext\$NoOpThreadContextStack|org\.apache\.logging\.log4j\.CloseableThreadContext\$Instance)\.[A-Za-z_$][\w$]*\b)",Low,Logging Backend,Keep Log4j2; ensure api/core versions aligned and no Log4j 1.x remains.,No-Change/Align,Validate consistent Log4j2 version and configuration.,Low,0.25,Yes,Yes,Safe,Yes,No,Dual-Log4j2
269,Set 3 - Third Party,THIRD-PARTY (LOG4J jar),log4j-core-2.17.1.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.logging\.log4j\.core)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.logging\.log4j\.core)\.)|(?:\b(?:org\.apache\.logging\.log4j\.core)\.[A-Za-z_$][\w$]*\b)",Low,Logging Backend,Keep Log4j2; ensure api/core versions aligned and no Log4j 1.x remains.,No-Change/Align,Validate consistent Log4j2 version and configuration.,Low,0.25,Yes,Yes,Safe,Yes,No,Dual-Log4j2
270,Set 3 - Third Party,THIRD-PARTY (SECURITY jar),not-yet-commons-ssl-0.3.10.jar,Third-party library present in application lib folder (exploded project).,"(?ms)(?:^\s*import\s+(?:static\s+)?(?:org\.apache\.commons|org\.apache\.commons\.ssl|org\.apache\.commons\.ssl\.asn1|org\.apache\.commons\.ssl\.rmi|org\.apache\.commons\.httpclient\.contrib|org\.apache\.commons\.ssl\.util|org\.apache\.commons\.ssl\.Certificates\$SerializableComparator|org\.apache\.commons\.ssl\.HostnameVerifier\$AbstractVerifier|org\.apache\.commons\.ssl\.ProbablyBadPasswordException|org\.apache\.commons\.ssl\.SSLProxyServer\$ProxyRunnable)(?:\.[\w$]+|\.\*)\s*;)|(?:<%@\s*page\b[^%]*\bimport\s*=\s*\""[^\""]*\b(?:org\.apache\.commons|org\.apache\.commons\.ssl|org\.apache\.commons\.ssl\.asn1|org\.apache\.commons\.ssl\.rmi|org\.apache\.commons\.httpclient\.contrib|org\.apache\.commons\.ssl\.util|org\.apache\.commons\.ssl\.Certificates\$SerializableComparator|org\.apache\.commons\.ssl\.HostnameVerifier\$AbstractVerifier|org\.apache\.commons\.ssl\.ProbablyBadPasswordException|org\.apache\.commons\.ssl\.SSLProxyServer\$ProxyRunnable)\.)|(?:\b(?:org\.apache\.commons|org\.apache\.commons\.ssl|org\.apache\.commons\.ssl\.asn1|org\.apache\.commons\.ssl\.rmi|org\.apache\.commons\.httpclient\.contrib|org\.apache\.commons\.ssl\.util|org\.apache\.commons\.ssl\.Certificates\$SerializableComparator|org\.apache\.commons\.ssl\.HostnameVerifier\$AbstractVerifier|org\.apache\.commons\.ssl\.ProbablyBadPasswordException|org\.apache\.commons\.ssl\.SSLProxyServer\$ProxyRunnable)\.[A-Za-z_$][\w$]*\b)",Medium,Pre-Release/Alpha,Dual-runtime: replace alpha/beta/snapshot libraries with stable maintained releases that support Java 8; validate on JDK 21.,Replace,Upgrade to stable release; verify runtime and security.,Medium,1,Yes,Yes,Safe,Yes,No,Dual-Replace-PreRelease
